tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,retweet_count,text,encoded_labels
567957027093245952,neutral,1.0,,,0,@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY,0
567819606904295424,positive,1.0,,,0,"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",1
569244860286263297,negative,0.642,Cancelled Flight,0.642,0,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,2
569937638674829313,negative,1.0,Late Flight,1.0,0,@AmericanAir 249 EWR - DFW is now stopping BNA to refuel 4 bad weather? Are YOU just trying to get the plane closer 2 DFW then Cancelled Flight on us?,2
570132715577552896,negative,1.0,Can't Tell,0.659,0,"@AmericanAir I did twice.got a letter back saying that your company ""doesn't issue refunds for phone bills"" help!phone will be shut off",2
569970608693493760,negative,1.0,Customer Service Issue,0.6444,0,"@USAirways even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me.",2
568880408701435904,neutral,1.0,,,0,@SouthwestAir I'm on the 110 lol has anyone arrived yet??,0
569531274991239168,negative,1.0,Late Flight,1.0,0,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",2
567869962800472064,negative,1.0,Bad Flight,1.0,0,@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,2
570295202616889345,neutral,0.6843,,0.0,0,@USAirways Yes. Confirmation number and all.,0
570037998773018624,negative,1.0,Cancelled Flight,1.0,0,"@JetBlue not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",2
568457483301339136,negative,1.0,Lost Luggage,0.3445,0,@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!,2
568887240685785089,neutral,0.7246,,,1,"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS",0
570277008216870912,negative,1.0,Cancelled Flight,1.0,0,@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,2
570048726380765184,negative,1.0,Customer Service Issue,1.0,0,@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,2
569846771301654528,negative,1.0,Flight Booking Problems,0.3366,0,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.,2
568084881303072770,positive,0.3543,,0.0,0,@SouthwestAir @love_dragonss holy fuckinf shit,1
568090417641746432,positive,0.6667,,,0,@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!,1
568503174413225984,negative,0.701,Can't Tell,0.701,0,@united the wifi in the ewr lounge reminds me of the old days of dial up,2
570056648137576449,negative,1.0,Late Flight,1.0,0,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",2
569641259826061312,negative,1.0,Late Flight,1.0,0,@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,2
568962468766212097,negative,0.6444,Customer Service Issue,0.6444,0,@united Booked 11 tix 1 month ago and now its about $157 CHEAPER and customer service was useless. What's up with that???,2
569595015518793730,negative,1.0,Customer Service Issue,1.0,0,@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!,2
568640966866935808,negative,1.0,Late Flight,1.0,0,"@USAirways Why were we loaded onto the plane (4 hours Late Flight, mind you), made to sit for 40 minutes",2
568059610969604096,positive,0.6573,,,0,@SouthwestAir Thank you!,1
569485181633089536,negative,1.0,Customer Service Issue,0.6997,0,@USAirways @AmericanAir  Also your on-hold message is trying to sell Valentines Day gifts.  Over a week Late Flight.  Sounds about right for USAir,2
568812675175591936,negative,1.0,Can't Tell,1.0,0,"@USAirways -not just this trip, been a few. Ur saving grace is ur cheaper flights. Now willing to pay more 4 bttr service on bttr airlines.",2
568981931599237120,negative,1.0,Customer Service Issue,1.0,0,"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?",2
568128753223794688,negative,1.0,Flight Booking Problems,1.0,0,"@usairways would it kill you to not let 3,000 miles expire",2
569704478808485888,negative,1.0,Late Flight,1.0,0,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail,2
568992757169065984,negative,1.0,Customer Service Issue,1.0,0,"@USAirways Made about 30 calls to USAir today to merge of AAdvantage, Dividend Miles. Each time, says call back Late Flightr. #30timesenough",2
569672563506458624,positive,1.0,,,0,@JetBlue you're still the best,1
569236251129163777,negative,0.6990000000000001,Customer Service Issue,0.6990000000000001,0,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",2
568600380977893376,neutral,0.6809,,0.0,0,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt",0
568392783922372608,positive,0.6871,,,0,@VirginAmerica that doesn't look to fat to me! It looks yummy!,1
568751082547089408,neutral,1.0,,,0,@USAirways @AmericanAir I'm in the #finalstretch to #chairman #execplat #mileagerun for 6k needed any suggestions? #letsgo!,0
567793635892174848,negative,1.0,Cancelled Flight,1.0,0,@SouthwestAir MCO-&gt;DCA flight almost full of people screwed by the MSY-DCA Cancelled Flightation. @united and @USAirways didn't Cancelled Flight. SWA=mistake.,2
569356085359996929,negative,1.0,Customer Service Issue,1.0,0,@SouthwestAir everything OK? This is my 3rd call for the day and this time I've been on hold for 1.5 hrs. I'll hang up and try again.,2
568071159285022720,neutral,0.669,,0.0,0,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!",0
567788199175786496,positive,0.6637,,0.0,0,@USAirways thanks. 😒,1
569940834994401280,neutral,1.0,,,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",0
567849200295124992,neutral,0.6705,,,0,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,0
570222481618948096,negative,1.0,Customer Service Issue,0.6872,0,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,2
567772568833503233,negative,0.6778,Can't Tell,0.6778,0,@JetBlue @KyleJudah be responsible for replacing it,2
569844191938908160,neutral,0.6421,,0.0,0,@USAirways : Maybe You Should Drive #usairwaysfail,0
569632283046469634,negative,0.701,Lost Luggage,0.701,0,@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,2
569799181394538496,neutral,1.0,,,0,@AmericanAir airport to figure this out or can someone tell me now? Flight is from San Juan to San Diego,0
569861209781989377,positive,0.3482,,0.0,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,1
569420073707773952,negative,1.0,Bad Flight,0.6751,0,@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was,2
567755402943930368,neutral,0.6667,,0.0,0,@VirginAmerica Can you give me Silver Status for 12 months?,0
568116534855503872,positive,1.0,,,0,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1
569972935227674624,negative,1.0,longlines,0.3469,0,"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized",2
570222445971382273,neutral,1.0,,,0,@AmericanAir I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,0
568809620019527680,negative,1.0,Late Flight,0.6781,0,"@united crew has been notified, passenger moved but water not fixed. Now on tarmac two hours",2
568787046778720256,positive,0.6659,,,0,@SouthwestAir sure thing,1
570160394494480384,negative,1.0,Lost Luggage,1.0,0,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,2
568819025733652481,positive,1.0,,,0,"@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers",1
568645379031347200,neutral,0.6364,,0.0,0,@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.,0
569016588411789312,negative,1.0,Customer Service Issue,1.0,0,@USAirways So when was I supposed to call the Internet Desk? Especially since my reservation told me to directly call the main 1-800 number?,2
568465058264698880,positive,1.0,,,1,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,1
569076249487925248,negative,1.0,Customer Service Issue,0.6733,0,@SouthwestAir I need your help but no one will pick up the phone.,2
568081316282916864,neutral,1.0,,,0,@SouthwestAir are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons,0
569535230996045825,negative,1.0,Customer Service Issue,0.6179,0,@USAirways Past tense re help. No more. It’s been even more miserable than usual at CLT.,2
569865838892691456,negative,1.0,Customer Service Issue,0.6837,0,"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out.",2
567985483135000576,negative,1.0,Customer Service Issue,1.0,0,@united &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. Of no use whatsoever. #unitedairline,2
569951438329085952,negative,0.6867,Can't Tell,0.372,0,"@AmericanAir but don't you worry... @Delta took good care of me... Your loss, their gain.",2
568142966570807296,negative,1.0,Customer Service Issue,0.6932,0,"@JetBlue FYI - your android app is set to not be applicable with the Nexus 6 - please fix (its a phone, not a tablet). Cheers!",2
569017631602139137,negative,1.0,Customer Service Issue,1.0,1,@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,2
568946758404808704,positive,1.0,,,0,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,1
570271904508092416,positive,1.0,,,0,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.,1
569973821396152323,negative,1.0,Late Flight,0.6789,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",2
568627477259485185,negative,1.0,Late Flight,1.0,0,@SouthwestAir #delayed again! You're killing me Late Flightly!,2
569526029859094528,negative,1.0,Customer Service Issue,0.6768,0,@USAirways @AmericanAir my friends are stranded at KPHL and the representatives there won't even give them food vouchers…any help please?,2
570212246053220352,negative,0.6832,Flight Booking Problems,0.6832,0,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,2
570112074249928704,negative,1.0,Can't Tell,1.0,0,@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.,2
569880599764140033,neutral,1.0,,,0,@AmericanAir I meant can you use the 50k bonus sign up mileage for Alaska flights or only American?,0
569551241967067136,negative,1.0,Customer Service Issue,1.0,0,@united really enjoying my Sunday on hold...over 1 hour. Perhaps a better client experience is needed. http://t.co/8VnCKgZxl1,2
570272154635374592,negative,1.0,Lost Luggage,1.0,0,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,2
568460351873937408,negative,1.0,Customer Service Issue,0.6839,0,@JetBlue is giving us free movies because apparently the dunkin donuts coffee is a safety hazard. #thingsyoucantmakeup #switch2SBux?,2
569278347441799169,negative,1.0,Customer Service Issue,0.6571,0,@united Your social listening capabilities are awful if this is the reply for the context in which you were mentioned @stevelord212,2
568458999798108160,negative,1.0,Can't Tell,1.0,0,@united I must stop my relationship with you. You've become greedy and heartless and our long term relationship is over,2
570072227942674432,negative,1.0,Customer Service Issue,1.0,0,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",2
569647694005870592,negative,1.0,Customer Service Issue,0.6614,0,"@united, there is no good word for describing how angry and pissed off of a customer you have made me.",2
569595123799101440,negative,0.6818,Customer Service Issue,0.375,0,".@USAirways trying to get a partner PNR, and have spent more than 1 hour on hold.  I know its snowing somewhere, but this is awful",2
568937741037088768,negative,1.0,Late Flight,0.6633,0,@USAirways Now the next plane had a broken seat!  My row!  Another hour delay!  #mad,2
569677591055106048,negative,1.0,Can't Tell,0.6257,0,@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,2
567887301021413376,negative,1.0,Late Flight,1.0,0,@united Stuck on plane for over an hour due to mechanical faults. Any updates please? This happened on way to Newark and now again to LHR...,2
569664965658972160,neutral,0.6717,,0.0,0,@AmericanAir 740pm wheels up to be exact.  I'm sending a DM.,0
569661901468270592,negative,1.0,Lost Luggage,1.0,0,@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.,2
569688392553799680,negative,1.0,Cancelled Flight,1.0,0,@AmericanAir can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?,2
567756326718431232,negative,0.69,Flight Attendant Complaints,0.36,0,@USAirways then why did my whole team be able to put there carry ons under the plane,2
568234670166568960,negative,0.6838,Lost Luggage,0.3419,0,@united yes I have,2
568225650760413184,neutral,0.672,,0.0,0,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,0
569838878049345536,neutral,1.0,,,0,@AmericanAir QSVGRU when would the next flight arrive?,0
569650542995116033,negative,0.6258,Cancelled Flight,0.6258,0,@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,2
570292715444965377,negative,0.6551,Cancelled Flight,0.3331,0,@AmericanAir narrowly made standby...lots of snags this trip!,2
569655262765719553,negative,1.0,Flight Booking Problems,1.0,0,@JetBlue what happens when I have a confirmed flight but no seat available during online checkin except for Even More Space upgrades?,2
568947250325561344,negative,1.0,Cancelled Flight,1.0,0,@SouthwestAir my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!,2
569656884262793216,neutral,0.657,,0.0,0,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?,0
569598406181695488,negative,1.0,Customer Service Issue,1.0,0,"@AmericanAir i was also told by agents my issues ""aren't their prob"" K fine. I get it. But have some compassion 4 others dealing w/this!!!",2
568323479826771968,negative,1.0,Bad Flight,0.6782,0,@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife,2
568284092707401728,neutral,0.6736,,,0,@SouthwestAir @flightspots about time! #mobileboarding is a must!,0
568102228587884545,negative,1.0,Late Flight,0.6585,0,@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs,2
569939149756755968,positive,1.0,,,0,@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,1
569852334324518912,negative,1.0,Cancelled Flight,0.3516,0,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay,2
570145544078815232,negative,1.0,Cancelled Flight,0.3636,0,@AmericanAir I was rebooked on a flight that was too Late Flight for my connection!,2
569243229138202624,negative,0.6334,Cancelled Flight,0.6334,0,@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?,2
568231913040814080,negative,1.0,Can't Tell,0.3608,0,@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.,2
569514902748061696,neutral,0.3437,,0.0,0,@JetBlue Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95,0
570045818205384704,negative,1.0,Flight Booking Problems,0.3505,1,@USAirways did a pre schooler develop your app? The thing crashes every single time.,2
570199572435185664,negative,1.0,Flight Booking Problems,0.3516,0,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.,2
568057241435303936,negative,1.0,Can't Tell,1.0,0,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue",2
568844097374560256,positive,0.6889,,,0,@united appreciate the sentiment and you were able to get me off the ground;still missed connection,1
570280225625362432,negative,1.0,Cancelled Flight,1.0,0,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",2
569995513623408641,negative,1.0,Late Flight,0.6596,0,"@AmericanAir 3349, was supposed to be in little rock at 10am this morning.",2
569923163259318274,negative,1.0,Customer Service Issue,1.0,0,"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody...",2
569734069988286464,negative,1.0,Lost Luggage,1.0,0,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,2
569651818453708800,negative,0.6708,Cancelled Flight,0.6708,0,@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?,2
569192350607671297,negative,1.0,Customer Service Issue,0.3787,0,@USAirways chose you for a flight with very time sensitive arrival And you drop the ball. What gives? CLT #667 good way to lose my business,2
569662418898579456,negative,1.0,Customer Service Issue,0.6579,0,@AmericanAir I’ve been on the line waiting for 40 minutes again.,2
569558114447560706,negative,1.0,Late Flight,1.0,0,"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",2
568964945259466752,positive,0.6596,,,0,@JetBlue thanks!!,1
568457802059902976,neutral,1.0,,,0,@SouthwestAir are there any flights from MSP to HRL in March? I'm looking at 3/19-3/23,0
568768952366575618,negative,1.0,Can't Tell,0.6727,0,@united no chance in hell. I'd rather walk. Worst airline ever.,2
570212129313316864,neutral,1.0,,,0,@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,0
569569272898445313,negative,1.0,Flight Attendant Complaints,0.6837,0,@united I unfortunately didn't get her name :( she was not nice!,2
569519860994203648,negative,1.0,Late Flight,0.6383,0,@JetBlue your app needs updating. Says my flight is on time when we are well past boarding time with 2hr delay http://t.co/BTvpxTZJu0,2
568795484283736064,neutral,1.0,,,0,@VirginAmerica missed my flight. How does standby work?,0
568879046215520256,negative,1.0,longlines,0.6864,0,@SouthwestAir and this asshole cut in front of me. Your system blows. http://t.co/7ujt8VTCpa,2
569698145703043072,negative,1.0,Flight Attendant Complaints,1.0,0,"@AmericanAir its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer",2
568052101504372737,positive,1.0,,,0,@JetBlue thanks for listening. Doesn't mean I don't appreciate you!,1
569672021078114304,negative,1.0,Bad Flight,0.6941,0,"@AmericanAir ""overweight"" flight = you sold more tickets than you had seats. We all know that. Let's call it what it is.",2
567728229340172288,negative,0.648,Flight Attendant Complaints,0.3416,0,@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,2
568620103895367680,neutral,1.0,,,0,@JetBlue I'm so ready to see N598JB n N775JB on my Island but on a weekend to capture it,0
570287886135918593,neutral,1.0,,,0,"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",0
569691533101780992,negative,0.6111,Can't Tell,0.3259,0,@AmericanAir ok. Pilots are looking for agents  - they jumped out / FLT 5350 #DFW / this is crazy,2
569648534569361408,negative,1.0,Late Flight,1.0,0,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂,2
570301488192458752,negative,1.0,Customer Service Issue,1.0,0,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,2
570306217001799680,negative,0.3475,Can't Tell,0.3475,0,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),2
569657202325229568,neutral,0.6137,,0.0,0,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,0
569275935905722368,positive,1.0,,,0,"@JetBlue Thanks for the instant reply, and for still doing first bag free (so important)!",1
569942703494070272,positive,0.3499,,0.0,0,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”",1
567812402764374016,positive,1.0,,,0,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,1
569669669948424192,neutral,0.6298,,,0,@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!,0
568560914779078656,positive,1.0,,,0,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",1
570306133677760513,neutral,1.0,,,0,@VirginAmerica What @dhepburn said.,0
569852250488573952,negative,0.6831,Can't Tell,0.3873,0,@AmericanAir 2days 2plains 2fails,2
569213503954915329,negative,1.0,longlines,0.6729,0,"@United Right now at Tropic Air in San Pedro, #Belize. Line out the door. All due to elected &amp; appointed hacks http://t.co/kKEDjNRTWo”",2
569690626293305344,negative,1.0,Bad Flight,1.0,1,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,2
568797413529538562,neutral,0.6582,,0.0,0,"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?",0
570187080426397696,negative,1.0,Customer Service Issue,0.6995,0,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher,2
568643981258723328,negative,1.0,Late Flight,0.7065,0,@USAirways I have been on three planes for flight 1907 and still haven't left the ground BAD SERVICE #sad,2
569706754025660417,negative,1.0,Customer Service Issue,0.3539,0,"@AmericanAir Yes. However, the seats they assign us that day are never together. I just want to sit with my husband! Why is that impossible?",2
570122982863060992,negative,1.0,Cancelled Flight,0.6493,0,@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!,2
569510849846611968,positive,1.0,,,0,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV,1
570283309093113856,neutral,1.0,,,0,@americanair Yes to the iOS. I'm running iOS 8.1.3,0
569858012967542786,negative,1.0,Lost Luggage,0.3726,0,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,2
569922451913777152,neutral,0.6602,,,0,@AmericanAir dmed back,0
569556697603280897,negative,0.6837,Can't Tell,0.6837,0,@USAirways No thank you. @AmericanAir was responsive &amp; I found alternate travel home.,2
568983310438805505,positive,1.0,,,0,@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.,1
569586660909973504,neutral,1.0,,,0,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,0
569276042491211777,negative,1.0,Customer Service Issue,0.6656,0,@SouthwestAir Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call,2
